Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,148.8800048828125,144.86000061035156,148.7899932861328,144.99000549316406,868000.0,139.26490783691406
2018-01-03,145.60000610351562,143.13999938964844,145.60000610351562,143.42999267578125,1033300.0,137.76649475097656
2018-01-04,146.9199981689453,144.00999450683594,144.75,145.69000244140625,766900.0,139.93727111816406
2018-01-05,145.94000244140625,144.80999755859375,145.75999450683594,145.72999572753906,658900.0,139.97567749023438
2018-01-08,146.47999572753906,145.00999450683594,145.1999969482422,146.44000244140625,646900.0,140.6576690673828
2018-01-09,146.77999877929688,145.7100067138672,146.5,146.16000366210938,540100.0,140.3887176513672
2018-01-10,145.61000061035156,142.1699981689453,145.4499969482422,144.42999267578125,726800.0,138.72702026367188
2018-01-11,144.5800018310547,141.85000610351562,144.10000610351562,141.99000549316406,1192200.0,136.3833770751953
2018-01-12,142.0,140.25,141.97000122070312,140.9600067138672,1101300.0,135.39405822753906
2018-01-16,143.41000366210938,141.17999267578125,141.4499969482422,142.41000366210938,875100.0,136.78677368164062
2018-01-17,145.1699981689453,142.42999267578125,142.9600067138672,144.32000732421875,861000.0,138.62136840820312
2018-01-18,144.42999267578125,142.52999877929688,144.3800048828125,143.13999938964844,586600.0,137.4879608154297
2018-01-19,144.83999633789062,143.25,143.63999938964844,143.86000061035156,789700.0,138.1795196533203
2018-01-22,144.55999755859375,142.82000732421875,143.77000427246094,144.47999572753906,733800.0,138.77503967285156
2018-01-23,144.14999389648438,142.55999755859375,143.66000366210938,143.52000427246094,727500.0,138.6591033935547
2018-01-24,144.0,141.4199981689453,143.55999755859375,142.25,716100.0,137.43212890625
2018-01-25,146.1699981689453,141.6199951171875,142.32000732421875,146.1300048828125,1250500.0,141.1807098388672
2018-01-26,145.27999877929688,142.3699951171875,145.0,142.63999938964844,1225800.0,137.8089141845703
2018-01-29,142.92999267578125,139.72999572753906,142.39999389648438,140.9600067138672,1208300.0,136.1858367919922
2018-01-30,142.55999755859375,140.50999450683594,141.0,141.75999450683594,1030700.0,136.95870971679688
2018-01-31,143.3800048828125,140.94000244140625,141.92999267578125,141.69000244140625,1818600.0,136.89109802246094
2018-02-01,142.67999267578125,140.3300018310547,141.5800018310547,140.3300018310547,1658800.0,135.57716369628906
2018-02-02,135.25,130.77000427246094,134.9199981689453,130.91000366210938,3511100.0,126.47621154785156
2018-02-05,131.6699981689453,126.86000061035156,130.1999969482422,127.0,2431600.0,122.69862365722656
2018-02-06,131.1300048828125,125.0,125.62000274658203,130.6300048828125,2732100.0,126.20567321777344
2018-02-07,130.89999389648438,127.66999816894531,130.80999755859375,127.81999969482422,1857200.0,123.49085235595703
2018-02-08,129.61000061035156,126.0999984741211,127.37999725341797,127.76000213623047,1831700.0,123.4328842163086
2018-02-09,129.57000732421875,124.9800033569336,128.57000732421875,128.8000030517578,1729600.0,124.43766021728516
2018-02-12,130.4199981689453,127.0,128.8300018310547,127.94999694824219,1166600.0,123.616455078125
2018-02-13,128.82000732421875,127.01000213623047,127.43000030517578,128.52999877929688,1109700.0,124.17680358886719
2018-02-14,129.57000732421875,127.08999633789062,128.30999755859375,128.8000030517578,1019500.0,124.43766021728516
2018-02-15,131.05999755859375,127.9000015258789,129.27000427246094,131.02999877929688,844800.0,126.59213256835938
2018-02-16,132.8300018310547,130.1999969482422,130.6300048828125,131.6999969482422,1088700.0,127.23944091796875
2018-02-20,131.42999267578125,128.42999267578125,131.24000549316406,128.77999877929688,1024500.0,124.4183349609375
2018-02-21,129.8300018310547,126.22000122070312,128.85000610351562,126.29000091552734,934500.0,122.01266479492188
2018-02-22,127.91000366210938,126.41000366210938,126.55000305175781,127.30000305175781,880400.0,122.98846435546875
2018-02-23,129.42999267578125,127.0199966430664,127.94999694824219,129.42999267578125,895900.0,125.04631042480469
2018-02-26,131.5800018310547,129.60000610351562,129.91000366210938,131.52000427246094,983100.0,127.0655288696289
2018-02-27,132.63999938964844,129.77999877929688,131.42999267578125,130.19000244140625,1119900.0,125.78058624267578
2018-02-28,131.0,128.82000732421875,130.83999633789062,129.0800018310547,1408100.0,124.70818328857422
2018-03-01,131.7100067138672,128.92999267578125,129.0800018310547,129.77000427246094,1371600.0,125.37480926513672
2018-03-02,131.13999938964844,128.94000244140625,129.02000427246094,130.94000244140625,810500.0,126.50518035888672
2018-03-05,133.14999389648438,130.47000122070312,130.9499969482422,132.92999267578125,1049500.0,128.4277801513672
2018-03-06,132.89999389648438,130.6999969482422,132.86000061035156,132.3300018310547,696400.0,127.84810638427734
2018-03-07,132.27000427246094,130.10000610351562,131.75999450683594,130.5500030517578,834300.0,126.1283950805664
2018-03-08,133.08999633789062,130.4499969482422,130.69000244140625,132.97999572753906,620800.0,128.47608947753906
2018-03-09,133.32000732421875,131.4499969482422,133.2100067138672,131.57000732421875,821500.0,127.11384582519531
2018-03-12,132.66000366210938,129.92999267578125,131.61000061035156,130.3699951171875,972500.0,125.9544906616211
2018-03-13,131.75999450683594,130.47000122070312,130.88999938964844,131.19000244140625,786400.0,126.7467269897461
2018-03-14,131.47000122070312,128.47999572753906,131.27999877929688,128.57000732421875,720200.0,124.2154541015625
2018-03-15,129.52000427246094,126.23999786376953,128.49000549316406,127.13999938964844,1236300.0,122.83387756347656
2018-03-16,128.74000549316406,127.25,127.25,128.49000549316406,1454900.0,124.13816833496094
2018-03-19,130.35000610351562,128.02999877929688,128.39999389648438,128.52000427246094,694100.0,124.16714477539062
2018-03-20,129.5500030517578,127.63999938964844,128.8000030517578,128.1199951171875,643600.0,123.78069305419922
2018-03-21,127.87999725341797,124.0199966430664,127.87999725341797,124.80999755859375,1460400.0,120.58280181884766
2018-03-22,127.05999755859375,124.5,124.52999877929688,125.51000213623047,1037600.0,121.25908660888672
2018-03-23,126.75,124.11000061035156,125.8499984741211,124.4000015258789,784500.0,120.18669128417969
2018-03-26,125.77999877929688,123.63999938964844,125.12999725341797,124.22000122070312,754800.0,120.01277923583984
2018-03-27,127.44999694824219,123.83000183105469,124.19000244140625,126.37999725341797,745700.0,122.09961700439453
2018-03-28,131.3000030517578,126.7699966430664,126.7699966430664,130.30999755859375,1790300.0,125.89651489257812
2018-03-29,134.02999877929688,131.0399932861328,131.0399932861328,133.11000061035156,1893000.0,128.6016845703125
2018-04-02,132.44000244140625,127.91000366210938,132.44000244140625,128.69000244140625,1484400.0,124.33138275146484
2018-04-03,129.13999938964844,127.52999877929688,128.7899932861328,128.33999633789062,1014000.0,123.99324035644531
2018-04-04,131.24000549316406,127.0,127.41000366210938,130.0500030517578,966800.0,125.64531707763672
